"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"Pennsylvania"	"42"	"2010"	"2010"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	665483	8.1
	"Pennsylvania"	"42"	"2010"	"2010"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	23	303143	7.6
	"Pennsylvania"	"42"	"2011"	"2011"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	1388652	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	25	142435	17.6
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	295	1628089	18.1
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	11	124214	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	263	1422801	18.5
	"Pennsylvania"	"42"	"2011"	"2011"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	190	1473791	12.9
	"Pennsylvania"	"42"	"2011"	"2011"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	221	1837751	12.0
	"Pennsylvania"	"42"	"2011"	"2011"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	177	1650350	10.7
	"Pennsylvania"	"42"	"2011"	"2011"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	84	979141	8.6
	"Pennsylvania"	"42"	"2011"	"2011"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	93	656000	14.2
	"Pennsylvania"	"42"	"2011"	"2011"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	33	313401	10.5
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	33	146131	22.6
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	295	1609870	18.3
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	24	130287	18.4
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	238	1446244	16.5
	"Pennsylvania"	"42"	"2012"	"2012"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	14	106276	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	191	1443616	13.2
	"Pennsylvania"	"42"	"2012"	"2012"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	221	1799121	12.3
	"Pennsylvania"	"42"	"2012"	"2012"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	187	1662932	11.2
	"Pennsylvania"	"42"	"2012"	"2012"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	109	1040346	10.5
	"Pennsylvania"	"42"	"2012"	"2012"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	72	647944	11.1
	"Pennsylvania"	"42"	"2012"	"2012"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	318819	8.2
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	23	148112	15.5
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	250	1578086	15.8
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	15	134856	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	232	1476977	15.7
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	12	109929	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	217	1419472	15.3
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	10	84931	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	241	1755248	13.7
	"Pennsylvania"	"42"	"2013"	"2013"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	175	1690687	10.4
	"Pennsylvania"	"42"	"2013"	"2013"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	115	1086105	10.6
	"Pennsylvania"	"42"	"2013"	"2013"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	95	640913	14.8
	"Pennsylvania"	"42"	"2013"	"2013"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	37	325767	11.4
	"Pennsylvania"	"42"	"2014"	"2014"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	1347755	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	21	152311	13.8
	"Pennsylvania"	"42"	"2014"	"2014"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	220	1552196	14.2
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	26	140336	18.5
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	213	1499822	14.2
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	18	114124	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	177	1398657	12.7
	"Pennsylvania"	"42"	"2014"	"2014"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	235	1716316	13.7
	"Pennsylvania"	"42"	"2014"	"2014"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	220	1714539	12.8
	"Pennsylvania"	"42"	"2014"	"2014"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	121	1126255	10.7
	"Pennsylvania"	"42"	"2014"	"2014"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	75	639488	11.7
	"Pennsylvania"	"42"	"2014"	"2014"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	38	327256	11.6
	"Pennsylvania"	"42"	"2015"	"2015"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	26	157552	16.5
	"Pennsylvania"	"42"	"2015"	"2015"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	262	1526214	17.2
	"Pennsylvania"	"42"	"2015"	"2015"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	25	145617	17.2
	"Pennsylvania"	"42"	"2015"	"2015"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	256	1517450	16.9
	"Pennsylvania"	"42"	"2015"	"2015"	"35-44 years"	"35-44"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	22	119436	18.4
	"Pennsylvania"	"42"	"2015"	"2015"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	196	1379872	14.2
	"Pennsylvania"	"42"	"2015"	"2015"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	227	1681564	13.5
	"Pennsylvania"	"42"	"2015"	"2015"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	187	1735468	10.8
	"Pennsylvania"	"42"	"2015"	"2015"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	137	1168013	11.7
	"Pennsylvania"	"42"	"2015"	"2015"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	78	637680	12.2
	"Pennsylvania"	"42"	"2015"	"2015"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	30	329561	9.1
	"Pennsylvania"	"42"	"2016"	"2016"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	19	1314476	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	25	161753	15.5
	"Pennsylvania"	"42"	"2016"	"2016"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	283	1502766	18.8
	"Pennsylvania"	"42"	"2016"	"2016"	"25-34 years"	"25-34"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	18	150065	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	306	1527646	20.0
	"Pennsylvania"	"42"	"2016"	"2016"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	181	1357600	13.3
	"Pennsylvania"	"42"	"2016"	"2016"	"45-54 years"	"45-54"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	11	94823	Unreliable
	"Pennsylvania"	"42"	"2016"	"2016"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	238	1640349	14.5
	"Pennsylvania"	"42"	"2016"	"2016"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	190	1744590	10.9
	"Pennsylvania"	"42"	"2016"	"2016"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	117	1206473	9.7
	"Pennsylvania"	"42"	"2016"	"2016"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	101	640038	15.8
	"Pennsylvania"	"42"	"2016"	"2016"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	39	329803	11.8
	"Rhode Island"	"44"	"1999"	"1999"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	13	157741	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"15-24 years"	"15-24"	"Hispanic or Latino"	"2135-2"	"Firearm"	"GRINJ-006"	10	17607	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	123893	Unreliable
	"Rhode Island"	"44"	"2001"	"2001"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	119768	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	135304	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	117969	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	13	153856	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	135556	Unreliable
	"Rhode Island"	"44"	"2004"	"2004"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	137349	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	137848	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	14	138570	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	149494	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	118486	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	109959	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	14	139422	Unreliable
	"Rhode Island"	"44"	"2016"	"2016"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	12	136019	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	562747	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	111	551760	20.1
	"South Carolina"	"45"	"1999"	"1999"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	106	545928	19.4
	"South Carolina"	"45"	"1999"	"1999"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	117	610757	19.2
	"South Carolina"	"45"	"1999"	"1999"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	75	528790	14.2
	"South Carolina"	"45"	"1999"	"1999"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	60	360327	16.7
	"South Carolina"	"45"	"1999"	"1999"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	35	268011	13.1
	"South Carolina"	"45"	"1999"	"1999"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	21	161220	13.0
	"South Carolina"	"45"	"2000"	"2000"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	94	552632	17.0
	"South Carolina"	"45"	"2000"	"2000"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	85	539161	15.8
	"South Carolina"	"45"	"2000"	"2000"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	109	612142	17.8
	"South Carolina"	"45"	"2000"	"2000"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	79	543761	14.5
	"South Carolina"	"45"	"2000"	"2000"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	47	369707	12.7
	"South Carolina"	"45"	"2000"	"2000"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	35	268345	13.0
	"South Carolina"	"45"	"2000"	"2000"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	164194	15.2
	"South Carolina"	"45"	"2000"	"2000"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	50067	Unreliable
	"South Carolina"	"45"	"2001"	"2001"	"5-14 years"	"5-14"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	11	560072	Unreliable
	"South Carolina"	"45"	"2001"	"2001"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	101	564239	17.9
	"South Carolina"	"45"	"2001"	"2001"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	120	526169	22.8
	"South Carolina"	"45"	"2001"	"2001"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	119	609601	19.5
	"South Carolina"	"45"	"2001"	"2001"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	83	565735	14.7
	"South Carolina"	"45"	"2001"	"2001"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	64	384111	16.7
	"South Carolina"	"45"	"2001"	"2001"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	26	271746	9.6
	"South Carolina"	"45"	"2001"	"2001"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	167990	14.9
	"South Carolina"	"45"	"2002"	"2002"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	108	569759	19.0
	"South Carolina"	"45"	"2002"	"2002"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	120	523306	22.9
	"South Carolina"	"45"	"2002"	"2002"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	119	601482	19.8
	"South Carolina"	"45"	"2002"	"2002"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	76	571168	13.3
	"South Carolina"	"45"	"2002"	"2002"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	49	410019	12.0
	"South Carolina"	"45"	"2002"	"2002"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	40	274815	14.6
	"South Carolina"	"45"	"2002"	"2002"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	29	170486	17.0
	"South Carolina"	"45"	"2003"	"2003"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	111	573481	19.4
	"South Carolina"	"45"	"2003"	"2003"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	107	520781	20.5
	"South Carolina"	"45"	"2003"	"2003"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	110	594371	18.5
	"South Carolina"	"45"	"2003"	"2003"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	90	579565	15.5
	"South Carolina"	"45"	"2003"	"2003"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	61	432410	14.1
	"South Carolina"	"45"	"2003"	"2003"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	47	278998	16.8
	"South Carolina"	"45"	"2003"	"2003"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	36	173247	20.8
	"South Carolina"	"45"	"2004"	"2004"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	100	584891	17.1
	"South Carolina"	"45"	"2004"	"2004"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	116	521590	22.2
	"South Carolina"	"45"	"2004"	"2004"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	103	591316	17.4
	"South Carolina"	"45"	"2004"	"2004"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	97	588952	16.5
	"South Carolina"	"45"	"2004"	"2004"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	56	454333	12.3
	"South Carolina"	"45"	"2004"	"2004"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	41	285291	14.4
	"South Carolina"	"45"	"2004"	"2004"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	32	175595	18.2
	"South Carolina"	"45"	"2005"	"2005"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	105	591764	17.7
	"South Carolina"	"45"	"2005"	"2005"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	119	520818	22.8
	"South Carolina"	"45"	"2005"	"2005"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	115	588230	19.6
	"South Carolina"	"45"	"2005"	"2005"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	103	599010	17.2
	"South Carolina"	"45"	"2005"	"2005"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	54	477205	11.3
	"South Carolina"	"45"	"2005"	"2005"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	35	294518	11.9
	"South Carolina"	"45"	"2005"	"2005"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	27	177460	15.2
	"South Carolina"	"45"	"2006"	"2006"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	117	598513	19.5
	"South Carolina"	"45"	"2006"	"2006"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	129	524095	24.6
	"South Carolina"	"45"	"2006"	"2006"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	87	589168	14.8
	"South Carolina"	"45"	"2006"	"2006"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	101	611377	16.5
	"South Carolina"	"45"	"2006"	"2006"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	72	501160	14.4
	"South Carolina"	"45"	"2006"	"2006"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	49	309454	15.8
	"South Carolina"	"45"	"2006"	"2006"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	25	180891	13.8
	"South Carolina"	"45"	"2006"	"2006"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	60149	Unreliable
	"South Carolina"	"45"	"2007"	"2007"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	127	608066	20.9
	"South Carolina"	"45"	"2007"	"2007"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	107	526049	20.3
	"South Carolina"	"45"	"2007"	"2007"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	94	588314	16.0
	"South Carolina"	"45"	"2007"	"2007"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	91	622457	14.6
	"South Carolina"	"45"	"2007"	"2007"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	73	523722	13.9
	"South Carolina"	"45"	"2007"	"2007"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	34	322364	10.5
	"South Carolina"	"45"	"2007"	"2007"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	29	182793	15.9
	"South Carolina"	"45"	"2008"	"2008"	"15-24 years"	"15-24"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	118	614222	19.2
	"South Carolina"	"45"	"2008"	"2008"	"25-34 years"	"25-34"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	118	533034	22.1
	"South Carolina"	"45"	"2008"	"2008"	"35-44 years"	"35-44"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	79	585098	13.5
	"South Carolina"	"45"	"2008"	"2008"	"45-54 years"	"45-54"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	95	631514	15.0
	"South Carolina"	"45"	"2008"	"2008"	"55-64 years"	"55-64"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	82	542748	15.1
	"South Carolina"	"45"	"2008"	"2008"	"65-74 years"	"65-74"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	51	339238	15.0
	"South Carolina"	"45"	"2008"	"2008"	"75-84 years"	"75-84"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	30	185940	16.1
	"South Carolina"	"45"	"2008"	"2008"	"85+ years"	"85+"	"Not Hispanic or Latino"	"2186-2"	"Firearm"	"GRINJ-006"	10	66121	Unreliable
