state,year,type_variable,Statistics
MT,2014,Mental Health,3.3
NC,2014,Mental Health,3.6
ND,2014,Mental Health,2.8
NE,2014,Mental Health,2.8
NH,2014,Mental Health,3.5
NJ,2014,Mental Health,3.4
NM,2014,Mental Health,3.9
NV,2014,Mental Health,3.4
NY,2014,Mental Health,3.7
OH,2014,Mental Health,4.1
OK,2014,Mental Health,4.1
OR,2014,Mental Health,4.1
PA,2014,Mental Health,3.9
PR,2014,Mental Health,3.7
RI,2014,Mental Health,3.6
SC,2014,Mental Health,4.2
SD,2014,Mental Health,2.7
TN,2014,Mental Health,4.8
TX,2014,Mental Health,3
UT,2014,Mental Health,3.5
VA,2014,Mental Health,3.3
VT,2014,Mental Health,3.4
WA,2014,Mental Health,3.7
WI,2014,Mental Health,3.6
WV,2014,Mental Health,4.6
WY,2014,Mental Health,3.3
AK,2014,Unemployment Rate,6.867
AL,2014,Unemployment Rate,6.767
AR,2014,Unemployment Rate,6.025
AZ,2014,Unemployment Rate,6.783
CA,2014,Unemployment Rate,7.5
CO,2014,Unemployment Rate,5
CT,2014,Unemployment Rate,6.617
DC,2014,Unemployment Rate,7.767
DE,2014,Unemployment Rate,5.717
FL,2014,Unemployment Rate,6.267
GA,2014,Unemployment Rate,7.1
HI,2014,Unemployment Rate,4.35
IA,2014,Unemployment Rate,4.242
ID,2014,Unemployment Rate,4.867
IL,2014,Unemployment Rate,7.1
IN,2014,Unemployment Rate,5.958
KS,2014,Unemployment Rate,4.533
KY,2014,Unemployment Rate,6.458
LA,2014,Unemployment Rate,6.383
MA,2014,Unemployment Rate,5.742
MD,2014,Unemployment Rate,5.808
ME,2014,Unemployment Rate,5.633
MI,2014,Unemployment Rate,7.233
MN,2014,Unemployment Rate,4.167
MO,2014,Unemployment Rate,6.133
MS,2014,Unemployment Rate,7.5
MT,2014,Unemployment Rate,4.658
NC,2014,Unemployment Rate,6.317
ND,2014,Unemployment Rate,2.675
NE,2014,Unemployment Rate,3.267
NH,2014,Unemployment Rate,4.275
NJ,2014,Unemployment Rate,6.742
NM,2014,Unemployment Rate,6.683
NV,2014,Unemployment Rate,7.917
NY,2014,Unemployment Rate,6.333
OH,2014,Unemployment Rate,5.8
OK,2014,Unemployment Rate,4.508
OR,2014,Unemployment Rate,6.775
PA,2014,Unemployment Rate,5.875
RI,2014,Unemployment Rate,7.708
SC,2014,Unemployment Rate,6.45
SD,2014,Unemployment Rate,3.408
TN,2014,Unemployment Rate,6.592
TX,2014,Unemployment Rate,5.108
UT,2014,Unemployment Rate,3.825
VA,2014,Unemployment Rate,5.233
VT,2014,Unemployment Rate,3.95
WA,2014,Unemployment Rate,6.125
WI,2014,Unemployment Rate,5.417
WV,2014,Unemployment Rate,6.642
WY,2014,Unemployment Rate,4.133
AK,2014,Crude Rate,19.7
AL,2014,Crude Rate,16.8
AR,2014,Crude Rate,16.7
AZ,2014,Crude Rate,13.8
CA,2014,Crude Rate,7.6
CO,2014,Crude Rate,12.4
CT,2014,Crude Rate,5.2
DC,2014,Crude Rate,13.1
DE,2014,Crude Rate,10.9
FL,2014,Crude Rate,12.1
GA,2014,Crude Rate,13.8
HI,2014,Crude Rate,2.8
IA,2014,Crude Rate,7.8
ID,2014,Crude Rate,13
IL,2014,Crude Rate,9.2
IN,2014,Crude Rate,12.4
KS,2014,Crude Rate,11.3
KY,2014,Crude Rate,14.4
LA,2014,Crude Rate,19.3
MA,2014,Crude Rate,3.4
MD,2014,Crude Rate,9.1
ME,2014,Crude Rate,10
MI,2014,Crude Rate,11
MN,2014,Crude Rate,6.9
MO,2014,Crude Rate,15.6
MS,2014,Crude Rate,18.3
MT,2014,Crude Rate,16.8
NC,2014,Crude Rate,12.1
ND,2014,Crude Rate,13
NE,2014,Crude Rate,9.5
NH,2014,Crude Rate,9.2
NJ,2014,Crude Rate,5.2
NM,2014,Crude Rate,16.3
NV,2014,Crude Rate,15.1
NY,2014,Crude Rate,4.4
OH,2014,Crude Rate,10.4
OK,2014,Crude Rate,15.8
OR,2014,Crude Rate,12.5
PA,2014,Crude Rate,10.9
RI,2014,Crude Rate,3.2
SC,2014,Crude Rate,15.9
SD,2014,Crude Rate,10.4
TN,2014,Crude Rate,15.5
TX,2014,Crude Rate,10.6
UT,2014,Crude Rate,11.5
VA,2014,Crude Rate,10.7
VT,2014,Crude Rate,11
WA,2014,Crude Rate,9.9
WI,2014,Crude Rate,8.5
WV,2014,Crude Rate,15.5
WY,2014,Crude Rate,15.9
AK,2014,Deaths,145
AL,2014,Deaths,815
AR,2014,Deaths,496
AZ,2014,Deaths,927
CA,2014,Deaths,2942
CO,2014,Deaths,663
CT,2014,Deaths,187
DC,2014,Deaths,86
DE,2014,Deaths,102
FL,2014,Deaths,2410
GA,2014,Deaths,1391
HI,2014,Deaths,40
IA,2014,Deaths,241
ID,2014,Deaths,213
IL,2014,Deaths,1179
IN,2014,Deaths,818
KS,2014,Deaths,329
KY,2014,Deaths,634
LA,2014,Deaths,896
MA,2014,Deaths,226
MD,2014,Deaths,546
ME,2014,Deaths,133
MI,2014,Deaths,1095
MN,2014,Deaths,377
MO,2014,Deaths,943
MS,2014,Deaths,547
MT,2014,Deaths,172
NC,2014,Deaths,1206
ND,2014,Deaths,96
NE,2014,Deaths,179
NH,2014,Deaths,122
NJ,2014,Deaths,468
NM,2014,Deaths,340
NV,2014,Deaths,429
NY,2014,Deaths,875
OH,2014,Deaths,1211
OK,2014,Deaths,611
OR,2014,Deaths,497
PA,2014,Deaths,1390
RI,2014,Deaths,34
SC,2014,Deaths,767
SD,2014,Deaths,89
TN,2014,Deaths,1016
TX,2014,Deaths,2848
UT,2014,Deaths,337
VA,2014,Deaths,889
VT,2014,Deaths,69
WA,2014,Deaths,702
WI,2014,Deaths,487
WV,2014,Deaths,286
WY,2014,Deaths,93
AK,2014,Population,736732
AL,2014,Population,4849377
AR,2014,Population,2966369
AZ,2014,Population,6731484
CA,2014,Population,38802500
CO,2014,Population,5355866
CT,2014,Population,3596677
DC,2014,Population,658893
DE,2014,Population,935614
FL,2014,Population,19893297
GA,2014,Population,10097343
HI,2014,Population,1419561
IA,2014,Population,3107126
ID,2014,Population,1634464
IL,2014,Population,12880580
IN,2014,Population,6596855
KS,2014,Population,2904021
KY,2014,Population,4413457
LA,2014,Population,4649676
MA,2014,Population,6745408
MD,2014,Population,5976407
ME,2014,Population,1330089
MI,2014,Population,9909877
MN,2014,Population,5457173
MO,2014,Population,6063589
MS,2014,Population,2994079
MT,2014,Population,1023579
NC,2014,Population,9943964
ND,2014,Population,739482
NE,2014,Population,1881503
NH,2014,Population,1326813
NJ,2014,Population,8938175
NM,2014,Population,2085572
NV,2014,Population,2839099
NY,2014,Population,19746227
OH,2014,Population,11594163
OK,2014,Population,3878051
OR,2014,Population,3970239
PA,2014,Population,12787209
RI,2014,Population,1055173
SC,2014,Population,4832482
SD,2014,Population,853175
TN,2014,Population,6549352
TX,2014,Population,26956958
UT,2014,Population,2942902
VA,2014,Population,8326289
VT,2014,Population,626562
WA,2014,Population,7061530
WI,2014,Population,5757564
WV,2014,Population,1850326
WY,2014,Population,584153
AK,2014,Law Strength (2016 only),44
AL,2014,Law Strength (2016 only),36
AR,2014,Law Strength (2016 only),39
AZ,2014,Law Strength (2016 only),47
CA,2014,Law Strength (2016 only),1
CO,2014,Law Strength (2016 only),15
CT,2014,Law Strength (2016 only),3
DE,2014,Law Strength (2016 only),11
FL,2014,Law Strength (2016 only),26
GA,2014,Law Strength (2016 only),32
HI,2014,Law Strength (2016 only),7
IA,2014,Law Strength (2016 only),18
ID,2014,Law Strength (2016 only),46
IL,2014,Law Strength (2016 only),8
IN,2014,Law Strength (2016 only),23
KS,2014,Law Strength (2016 only),48
KY,2014,Law Strength (2016 only),42
LA,2014,Law Strength (2016 only),43
MA,2014,Law Strength (2016 only),4
MD,2014,Law Strength (2016 only),6
ME,2014,Law Strength (2016 only),35
MI,2014,Law Strength (2016 only),16
MN,2014,Law Strength (2016 only),12
MO,2014,Law Strength (2016 only),48
MS,2014,Law Strength (2016 only),50
MT,2014,Law Strength (2016 only),37
NC,2014,Law Strength (2016 only),25
ND,2014,Law Strength (2016 only),37
NE,2014,Law Strength (2016 only),19
NH,2014,Law Strength (2016 only),31
NJ,2014,Law Strength (2016 only),2
NM,2014,Law Strength (2016 only),29
NV,2014,Law Strength (2016 only),22
NY,2014,Law Strength (2016 only),5
OH,2014,Law Strength (2016 only),21
OK,2014,Law Strength (2016 only),27
OR,2014,Law Strength (2016 only),14
PA,2014,Law Strength (2016 only),13
RI,2014,Law Strength (2016 only),9
SC,2014,Law Strength (2016 only),29
SD,2014,Law Strength (2016 only),40
TN,2014,Law Strength (2016 only),24
TX,2014,Law Strength (2016 only),32
UT,2014,Law Strength (2016 only),27
VA,2014,Law Strength (2016 only),20
VT,2014,Law Strength (2016 only),41
WA,2014,Law Strength (2016 only),10
WI,2014,Law Strength (2016 only),17
WV,2014,Law Strength (2016 only),32
WY,2014,Law Strength (2016 only),45
AK,2015,Smoking,19.1
AL,2015,Smoking,21.4
AR,2015,Smoking,24.9
AZ,2015,Smoking,14
CA,2015,Smoking,11.7
CO,2015,Smoking,15.6
CT,2015,Smoking,13.5
DC,2015,Smoking,16
DE,2015,Smoking,17.4
FL,2015,Smoking,15.8
GA,2015,Smoking,17.7
GU,2015,Smoking,27.4
HI,2015,Smoking,14.1
IA,2015,Smoking,18.1
ID,2015,Smoking,13.8
IL,2015,Smoking,15.1
IN,2015,Smoking,20.6
KS,2015,Smoking,17.7
KY,2015,Smoking,25.9
LA,2015,Smoking,21.9
MA,2015,Smoking,14
MD,2015,Smoking,15.1
ME,2015,Smoking,19.5
MI,2015,Smoking,20.7
MN,2015,Smoking,16.2
MO,2015,Smoking,22.3
MS,2015,Smoking,22.5
MT,2015,Smoking,18.9
NC,2015,Smoking,19
ND,2015,Smoking,18.7
NE,2015,Smoking,17.1
NH,2015,Smoking,15.9
NJ,2015,Smoking,13.5
NM,2015,Smoking,17.5
NV,2015,Smoking,17.5
NY,2015,Smoking,15.2
OH,2015,Smoking,21.6
OK,2015,Smoking,22.2
OR,2015,Smoking,17.1
PA,2015,Smoking,18.1
PR,2015,Smoking,10.7
RI,2015,Smoking,15.5
SC,2015,Smoking,19.7
SD,2015,Smoking,20.1
TN,2015,Smoking,21.9
TX,2015,Smoking,15.2
UT,2015,Smoking,9.1
VA,2015,Smoking,16.5
VT,2015,Smoking,16
WA,2015,Smoking,15
WI,2015,Smoking,17.3
WV,2015,Smoking,25.7
WY,2015,Smoking,19.1
AK,2015,Disability,39.6
AL,2015,Disability,41.4
AR,2015,Disability,42.3
AZ,2015,Disability,34.9
CA,2015,Disability,35.3
CO,2015,Disability,32.7
CT,2015,Disability,31
DC,2015,Disability,34.6
DE,2015,Disability,31.5
FL,2015,Disability,33.5
GA,2015,Disability,36.5
HI,2015,Disability,33
IA,2015,Disability,32.7
ID,2015,Disability,37
IL,2015,Disability,33.6
IN,2015,Disability,37.8
KS,2015,Disability,36.5
KY,2015,Disability,40.7
LA,2015,Disability,39.8
MA,2015,Disability,32.8
MD,2015,Disability,31.8
ME,2015,Disability,34.1
MI,2015,Disability,35.4
MN,2015,Disability,32
MO,2015,Disability,37.1
MS,2015,Disability,42.6
MT,2015,Disability,34.4
NC,2015,Disability,36.5
ND,2015,Disability,35.9
NE,2015,Disability,33.6
NH,2015,Disability,32.6
NJ,2015,Disability,32.6
NM,2015,Disability,40.6
NV,2015,Disability,35.2
NY,2015,Disability,33.4
OH,2015,Disability,34.6
OK,2015,Disability,41.3
OR,2015,Disability,37.6
PA,2015,Disability,34.4
PR,2015,Disability,49.5
RI,2015,Disability,34.4
SC,2015,Disability,37.4
SD,2015,Disability,32.6
TN,2015,Disability,39.7
TX,2015,Disability,38.5
UT,2015,Disability,35.3
VA,2015,Disability,32.8
VT,2015,Disability,33.6
WA,2015,Disability,35.8
WI,2015,Disability,31.7
WV,2015,Disability,43.5
WY,2015,Disability,36.2
AK,2015,Self Reported Health,13.6
AL,2015,Self Reported Health,22.2
AR,2015,Self Reported Health,23.8
AZ,2015,Self Reported Health,18.8
CA,2015,Self Reported Health,18
CO,2015,Self Reported Health,13.9
CT,2015,Self Reported Health,14.9
DC,2015,Self Reported Health,12
DE,2015,Self Reported Health,17.6
FL,2015,Self Reported Health,18.4
GA,2015,Self Reported Health,18.1
GU,2015,Self Reported Health,19.8
HI,2015,Self Reported Health,13.6
IA,2015,Self Reported Health,13
ID,2015,Self Reported Health,14.6
IL,2015,Self Reported Health,16.4
IN,2015,Self Reported Health,18.8
KS,2015,Self Reported Health,15.7
KY,2015,Self Reported Health,22.2
LA,2015,Self Reported Health,21.9
MA,2015,Self Reported Health,14.6
MD,2015,Self Reported Health,13.9
ME,2015,Self Reported Health,16.1
MI,2015,Self Reported Health,17.7
MN,2015,Self Reported Health,12.4
MO,2015,Self Reported Health,17.8
MS,2015,Self Reported Health,23.6
MT,2015,Self Reported Health,15.1
NC,2015,Self Reported Health,19.2
ND,2015,Self Reported Health,13.9
NE,2015,Self Reported Health,13.9
NH,2015,Self Reported Health,12.1
NJ,2015,Self Reported Health,16
NM,2015,Self Reported Health,20.8
NV,2015,Self Reported Health,17.6
NY,2015,Self Reported Health,16.8
OH,2015,Self Reported Health,16.5
OK,2015,Self Reported Health,21.8
OR,2015,Self Reported Health,18.6
PA,2015,Self Reported Health,16.4
PR,2015,Self Reported Health,36.4
RI,2015,Self Reported Health,16.2
SC,2015,Self Reported Health,18
SD,2015,Self Reported Health,13.7
TN,2015,Self Reported Health,21.1
TX,2015,Self Reported Health,19.4
UT,2015,Self Reported Health,12.5
VA,2015,Self Reported Health,15.2
VT,2015,Self Reported Health,12.6
WA,2015,Self Reported Health,14.9
WI,2015,Self Reported Health,14.6
WV,2015,Self Reported Health,25.9
WY,2015,Self Reported Health,14.9
AK,2015,Drinking,8.6
AL,2015,Drinking,4.8
AR,2015,Drinking,5.3
AZ,2015,Drinking,5.2
CA,2015,Drinking,5.7
CO,2015,Drinking,5.9
CT,2015,Drinking,6.1
DC,2015,Drinking,9.1
DE,2015,Drinking,5.3
FL,2015,Drinking,6
GA,2015,Drinking,5.3
GU,2015,Drinking,8.1
HI,2015,Drinking,7.7
IA,2015,Drinking,5.9
ID,2015,Drinking,5.3
IL,2015,Drinking,6.2
IN,2015,Drinking,5.3
KS,2015,Drinking,5.1
KY,2015,Drinking,5.9
LA,2015,Drinking,6.6
MA,2015,Drinking,7.2
MD,2015,Drinking,4.9
ME,2015,Drinking,8.1
MI,2015,Drinking,6.5
MN,2015,Drinking,6.5
MO,2015,Drinking,6.2
MS,2015,Drinking,4.5
MT,2015,Drinking,7.7
NC,2015,Drinking,4.7
ND,2015,Drinking,6.5
NE,2015,Drinking,5.7
NH,2015,Drinking,6.4
NJ,2015,Drinking,4.8
NM,2015,Drinking,4.5
NV,2015,Drinking,6.2
NY,2015,Drinking,5.5
OH,2015,Drinking,6.1
OK,2015,Drinking,4.2
OR,2015,Drinking,7.2
PA,2015,Drinking,5.6
PR,2015,Drinking,4.6
RI,2015,Drinking,6.1
SC,2015,Drinking,6.3
SD,2015,Drinking,4.8
TN,2015,Drinking,4.7
TX,2015,Drinking,5.8
UT,2015,Drinking,3.6
VA,2015,Drinking,5.9
VT,2015,Drinking,7.7
WA,2015,Drinking,6.3
WI,2015,Drinking,8.2
WV,2015,Drinking,3.5
WY,2015,Drinking,6.2
AK,2015,Leisure Physical Activities,22
AL,2015,Leisure Physical Activities,31.9
AR,2015,Leisure Physical Activities,34.2
AZ,2015,Leisure Physical Activities,24.7
CA,2015,Leisure Physical Activities,20
CO,2015,Leisure Physical Activities,17.9
CT,2015,Leisure Physical Activities,23.5
DC,2015,Leisure Physical Activities,19.4
DE,2015,Leisure Physical Activities,29.4
FL,2015,Leisure Physical Activities,26.2
GA,2015,Leisure Physical Activities,27.3
GU,2015,Leisure Physical Activities,31.1
HI,2015,Leisure Physical Activities,22.5
IA,2015,Leisure Physical Activities,26.3
ID,2015,Leisure Physical Activities,21.2
IL,2015,Leisure Physical Activities,24.8
IN,2015,Leisure Physical Activities,29.4
KS,2015,Leisure Physical Activities,26.5
KY,2015,Leisure Physical Activities,32.5
LA,2015,Leisure Physical Activities,31.9
MA,2015,Leisure Physical Activities,26.5
MD,2015,Leisure Physical Activities,24.1
ME,2015,Leisure Physical Activities,24.8
MI,2015,Leisure Physical Activities,25.5
MN,2015,Leisure Physical Activities,21.8
MO,2015,Leisure Physical Activities,27
MS,2015,Leisure Physical Activities,36.8
MT,2015,Leisure Physical Activities,22.5
NC,2015,Leisure Physical Activities,26.2
ND,2015,Leisure Physical Activities,26.8
NE,2015,Leisure Physical Activities,25.3
NH,2015,Leisure Physical Activities,22.6
NJ,2015,Leisure Physical Activities,27.2
NM,2015,Leisure Physical Activities,22.6
NV,2015,Leisure Physical Activities,24.7
NY,2015,Leisure Physical Activities,29.3
OH,2015,Leisure Physical Activities,27
OK,2015,Leisure Physical Activities,33.2
OR,2015,Leisure Physical Activities,18.8
PA,2015,Leisure Physical Activities,27.8
PR,2015,Leisure Physical Activities,48.1
RI,2015,Leisure Physical Activities,28.1
SC,2015,Leisure Physical Activities,26.7
SD,2015,Leisure Physical Activities,21.5
TN,2015,Leisure Physical Activities,30.4
TX,2015,Leisure Physical Activities,29.5
UT,2015,Leisure Physical Activities,20.3
VA,2015,Leisure Physical Activities,25.1
VT,2015,Leisure Physical Activities,22.2
WA,2015,Leisure Physical Activities,19
WI,2015,Leisure Physical Activities,21.6
WV,2015,Leisure Physical Activities,30.8
WY,2015,Leisure Physical Activities,26.2
AK,2015,Overweight,67.2
AL,2015,Overweight,68.7
AR,2015,Overweight,69.5
AZ,2015,Overweight,65.3
CA,2015,Overweight,60.3
CO,2015,Overweight,56.6
CT,2015,Overweight,61.6
DC,2015,Overweight,54.4
DE,2015,Overweight,66.8
FL,2015,Overweight,64.1
GA,2015,Overweight,65.5
GU,2015,Overweight,67
HI,2015,Overweight,57
IA,2015,Overweight,66.7
ID,2015,Overweight,65.2
IL,2015,Overweight,66.2
IN,2015,Overweight,66.5
KS,2015,Overweight,68
KY,2015,Overweight,67.2
LA,2015,Overweight,69.2
MA,2015,Overweight,59.7
MD,2015,Overweight,65
ME,2015,Overweight,66.5
MI,2015,Overweight,66.2
MN,2015,Overweight,62.8
MO,2015,Overweight,66.3
MS,2015,Overweight,70.1
MT,2015,Overweight,61
NC,2015,Overweight,65.8
ND,2015,Overweight,67
NE,2015,Overweight,67
NH,2015,Overweight,63.6
NJ,2015,Overweight,63.4
NM,2015,Overweight,64.5
NV,2015,Overweight,64.7
NY,2015,Overweight,59.5
OH,2015,Overweight,66.5
OK,2015,Overweight,68.9
OR,2015,Overweight,64.5
PA,2015,Overweight,66.2
PR,2015,Overweight,67
RI,2015,Overweight,62.6
SC,2015,Overweight,66.2
SD,2015,Overweight,64.5
TN,2015,Overweight,68.7
TX,2015,Overweight,68.7
UT,2015,Overweight,59.6
VA,2015,Overweight,64.1
VT,2015,Overweight,59.9
WA,2015,Overweight,62.5
WI,2015,Overweight,66
WV,2015,Overweight,71.1
WY,2015,Overweight,65.4
AK,2015,poverty,10.3
AL,2015,poverty,18.5
AR,2015,poverty,19.1
AZ,2015,poverty,17.4
CA,2015,poverty,15.3
CO,2015,poverty,11.5
CT,2015,poverty,10.5
DC,2015,poverty,17.3
DE,2015,poverty,12.4
FL,2015,poverty,15.7
GA,2015,poverty,17
HI,2015,poverty,10.6
IA,2015,poverty,12.2
ID,2015,poverty,15.1
IL,2015,poverty,13.6
IN,2015,poverty,14.5
KS,2015,poverty,13
KY,2015,poverty,18.5
LA,2015,poverty,19.6
MA,2015,poverty,11.5
MD,2015,poverty,9.7
ME,2015,poverty,13.4
MI,2015,poverty,15.8
MN,2015,poverty,10.2
MO,2015,poverty,14.8
MS,2015,poverty,22
MT,2015,poverty,14.6
NC,2015,poverty,16.4
ND,2015,poverty,11
NE,2015,poverty,12.6
NH,2015,poverty,8.2
NJ,2015,poverty,10.8
NM,2015,poverty,20.4
NV,2015,poverty,14.7
NY,2015,poverty,15.4
OH,2015,poverty,14.8
OK,2015,poverty,16.1
OR,2015,poverty,15.4
PA,2015,poverty,13.2
PR,2015,poverty,46.1
RI,2015,poverty,13.9
SC,2015,poverty,16.6
SD,2015,poverty,13.7
TN,2015,poverty,16.7
TX,2015,poverty,15.9
UT,2015,poverty,11.3
VA,2015,poverty,11.2
VT,2015,poverty,10.2
WA,2015,poverty,12.2
WI,2015,poverty,12.1
WV,2015,poverty,17.9
WY,2015,poverty,11.1
AK,2015,Diabetes,7.6
AL,2015,Diabetes,13.5
AR,2015,Diabetes,12.6
AZ,2015,Diabetes,10.1
CA,2015,Diabetes,10
CO,2015,Diabetes,6.8
CT,2015,Diabetes,9.3
DC,2015,Diabetes,8.5
DE,2015,Diabetes,11.5
FL,2015,Diabetes,11.3
GA,2015,Diabetes,11.3
GU,2015,Diabetes,12
HI,2015,Diabetes,8.5
IA,2015,Diabetes,8.8
ID,2015,Diabetes,8.1
IL,2015,Diabetes,9.9
IN,2015,Diabetes,11.4
KS,2015,Diabetes,9.7
KY,2015,Diabetes,13.4
LA,2015,Diabetes,12.7
MA,2015,Diabetes,8.9
MD,2015,Diabetes,10.3
ME,2015,Diabetes,9.9
MI,2015,Diabetes,10.7
MN,2015,Diabetes,7.6
MO,2015,Diabetes,11.5
MS,2015,Diabetes,14.7
MT,2015,Diabetes,7.9
NC,2015,Diabetes,10.7
ND,2015,Diabetes,8.7
NE,2015,Diabetes,8.8
NH,2015,Diabetes,8.1
NJ,2015,Diabetes,9
NM,2015,Diabetes,11.5
NV,2015,Diabetes,9.7
NY,2015,Diabetes,9.8
OH,2015,Diabetes,11
OK,2015,Diabetes,11.7
OR,2015,Diabetes,10.7
PA,2015,Diabetes,10.4
PR,2015,Diabetes,16.5
RI,2015,Diabetes,9
SC,2015,Diabetes,11.8
SD,2015,Diabetes,9.3
TN,2015,Diabetes,12.7
TX,2015,Diabetes,11.4
UT,2015,Diabetes,7
VA,2015,Diabetes,10.3
VT,2015,Diabetes,8.2
WA,2015,Diabetes,8.4
WI,2015,Diabetes,8.4
WV,2015,Diabetes,14.5
WY,2015,Diabetes,8.4
AK,2015,Mental Health,3.5
AL,2015,Mental Health,4.3
AR,2015,Mental Health,4.7
AZ,2015,Mental Health,3.8
CA,2015,Mental Health,3.6
CO,2015,Mental Health,3.5
CT,2015,Mental Health,3.6
DC,2015,Mental Health,3.5
DE,2015,Mental Health,3.6
FL,2015,Mental Health,4.1
GA,2015,Mental Health,3.7
GU,2015,Mental Health,3.5
HI,2015,Mental Health,2.9
IA,2015,Mental Health,3.2
ID,2015,Mental Health,3.4
IL,2015,Mental Health,3.4
IN,2015,Mental Health,4
KS,2015,Mental Health,3.2
KY,2015,Mental Health,4.3
LA,2015,Mental Health,4.3
MA,2015,Mental Health,3.9
MD,2015,Mental Health,3.4
ME,2015,Mental Health,3.8
MI,2015,Mental Health,3.8
MN,2015,Mental Health,2.9
MO,2015,Mental Health,4
MS,2015,Mental Health,4.5
MT,2015,Mental Health,3.4
NC,2015,Mental Health,3.7
ND,2015,Mental Health,3.3
NE,2015,Mental Health,2.9
NH,2015,Mental Health,3.5
NJ,2015,Mental Health,3.3
NM,2015,Mental Health,3.7
NV,2015,Mental Health,3.8
NY,2015,Mental Health,3.7
OH,2015,Mental Health,3.9
OK,2015,Mental Health,4.1
OR,2015,Mental Health,4.5
PA,2015,Mental Health,3.8
PR,2015,Mental Health,3.8
RI,2015,Mental Health,4.1
SC,2015,Mental Health,4.3
SD,2015,Mental Health,2.4
TN,2015,Mental Health,4.3
TX,2015,Mental Health,3.2
UT,2015,Mental Health,3.6
VA,2015,Mental Health,3.2
VT,2015,Mental Health,3.5
WA,2015,Mental Health,3.7
WI,2015,Mental Health,3.4
WV,2015,Mental Health,4.7
WY,2015,Mental Health,3.6
AK,2015,Unemployment Rate,6.533
AL,2015,Unemployment Rate,6.092
AR,2015,Unemployment Rate,5.025
AZ,2015,Unemployment Rate,6.042
CA,2015,Unemployment Rate,6.2
CO,2015,Unemployment Rate,3.875
CT,2015,Unemployment Rate,5.733
DC,2015,Unemployment Rate,6.875
DE,2015,Unemployment Rate,4.85
FL,2015,Unemployment Rate,5.442
GA,2015,Unemployment Rate,5.958
HI,2015,Unemployment Rate,3.567
IA,2015,Unemployment Rate,3.775
ID,2015,Unemployment Rate,4.225
IL,2015,Unemployment Rate,5.967
IN,2015,Unemployment Rate,4.842
KS,2015,Unemployment Rate,4.15
KY,2015,Unemployment Rate,5.292
LA,2015,Unemployment Rate,6.333
MA,2015,Unemployment Rate,4.792
MD,2015,Unemployment Rate,5.075
ME,2015,Unemployment Rate,4.375
MI,2015,Unemployment Rate,5.408
MN,2015,Unemployment Rate,3.675
MO,2015,Unemployment Rate,4.992
MS,2015,Unemployment Rate,6.4
MT,2015,Unemployment Rate,4.192
NC,2015,Unemployment Rate,5.717
ND,2015,Unemployment Rate,2.792
NE,2015,Unemployment Rate,3.017
NH,2015,Unemployment Rate,3.367
NJ,2015,Unemployment Rate,5.775
NM,2015,Unemployment Rate,6.533
NV,2015,Unemployment Rate,6.775
NY,2015,Unemployment Rate,5.258
OH,2015,Unemployment Rate,4.908
OK,2015,Unemployment Rate,4.4
OR,2015,Unemployment Rate,5.583
PA,2015,Unemployment Rate,5.3
RI,2015,Unemployment Rate,6
SC,2015,Unemployment Rate,5.95
SD,2015,Unemployment Rate,3.117
TN,2015,Unemployment Rate,5.592
TX,2015,Unemployment Rate,4.425
UT,2015,Unemployment Rate,3.6
VA,2015,Unemployment Rate,4.458
VT,2015,Unemployment Rate,3.575
WA,2015,Unemployment Rate,5.642
WI,2015,Unemployment Rate,4.525
WV,2015,Unemployment Rate,6.75
WY,2015,Unemployment Rate,4.317
AK,2015,Crude Rate,24
AL,2015,Crude Rate,19.7
AR,2015,Crude Rate,17.5
AZ,2015,Crude Rate,14.2
CA,2015,Crude Rate,7.9
CO,2015,Crude Rate,12.8
CT,2015,Crude Rate,5.3
DC,2015,Crude Rate,17.9
DE,2015,Crude Rate,11.8
FL,2015,Crude Rate,12.6
GA,2015,Crude Rate,14.2
HI,2015,Crude Rate,3.8
IA,2015,Crude Rate,7.9
ID,2015,Crude Rate,14.9
IL,2015,Crude Rate,9.5
IN,2015,Crude Rate,12.8
KS,2015,Crude Rate,11.3
KY,2015,Crude Rate,15.7
LA,2015,Crude Rate,20.4
MA,2015,Crude Rate,3.1
MD,2015,Crude Rate,11.8
ME,2015,Crude Rate,10.8
MI,2015,Crude Rate,11.7
MN,2015,Crude Rate,7.5
MO,2015,Crude Rate,18
MS,2015,Crude Rate,19.7
MT,2015,Crude Rate,19.8
NC,2015,Crude Rate,12.8
ND,2015,Crude Rate,12.2
NE,2015,Crude Rate,8.9
NH,2015,Crude Rate,9.1
NJ,2015,Crude Rate,5.3
NM,2015,Crude Rate,18.7
NV,2015,Crude Rate,15.4
NY,2015,Crude Rate,4.3
OH,2015,Crude Rate,12
OK,2015,Crude Rate,18.1
OR,2015,Crude Rate,12.1
PA,2015,Crude Rate,11.6
RI,2015,Crude Rate,4.8
SC,2015,Crude Rate,17.4
SD,2015,Crude Rate,11.2
TN,2015,Crude Rate,16.3
TX,2015,Crude Rate,11.7
UT,2015,Crude Rate,12.2
VA,2015,Crude Rate,11.3
VT,2015,Crude Rate,11.2
WA,2015,Crude Rate,10
WI,2015,Crude Rate,10.6
WV,2015,Crude Rate,15.1
WY,2015,Crude Rate,19.3
AK,2015,Deaths,177
AL,2015,Deaths,958
AR,2015,Deaths,520
AZ,2015,Deaths,970
CA,2015,Deaths,3095
CO,2015,Deaths,701
